"ticket_id","city","issue_type","ticket_status","issue_description","ticket_closed_date_time","ticket_created_date_time","ticket_last_updated_date_time","address","lat","lng","location","image"
"19050384","Cambridge","Rodent Sighting","Archived","On 20 May 2025 a Norwegian adult rat was found on top steps of the Old Cambridge Public Library.
The 1883 structure has two entry portals on the southerly face. On the side toward the new building there sleeps an adult individual having 24/7 make-shift bed; the top sheet is a blue plasticized tarpaulin. In this portal is a storage place for gear, and the food on site. There are bags and bags of fresh and packaged goods; the round the clock placement of some 30-50 pounds of foodstuff makes the port filled to the hilt.  Person eats on porch. Person at port-easterly as well actively feeds the rat population; on the 20 May I found one rat with a peanut butter cracker in its mouth which it dropped on the stair. A spill of an oil-like liquid has been made on stairs, one patch more than 150-sq-in (shouldn't use power wash on limestone stairs, and historic faces). The piles of fresh food in boxes and bags are used by rats, and otherwise, also, invite the roaming fauna.
The individual has been ...","05/23/2025 11:39:48 AM","05/21/2025 12:03:53 PM","2025 May 23 11:39:48 AM","449 Broadway Cambridge, Massachusetts, 02138","42.37409472907","-71.11073733825","POINT (-71.11073733824806 42.37409472906535)",
"19039636","Cambridge","Rodent Sighting","Archived","Lots of rats living under the property of 14 leonard ave. They will frequently come out and feast on whatever garbage debris may be lying around.","05/23/2025 10:56:18 AM","05/20/2025 10:52:33 AM","2025 May 23 10:56:18 AM","14 Leonard Avenue Cambridge, Massachusetts, 02139","42.37566252215","-71.10581816691","POINT (-71.10581816691246 42.37566252214524)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzEwMDUzNDksInB1ciI6ImJsb2JfaWQifX0=--47340e94ca69fb9ef1c09851cdd268c481be55a7/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwiYXV0b19vcmllbnQiOnRydWUsInN0cmlwIjp0cnVlLCJyZXNpemUiOiI4MDB4NjAwIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--a24cd3b9f26082c533845b9cc150d8421a819967/Attachment0%20(1).jpeg"
"19030248","Cambridge","Rodent Sighting","Archived","1 and 2 Walker Court, Cambridge, Ma. Have holes in their backyard fence and is allowing rodents into the adjacent properties. We are doing everything we can to alleviate the rodent issue but if those two properties aren't treating the rat infestation and cover their fence holes we are going to continue having a rat issue.","05/23/2025 08:22:15 AM","05/19/2025 12:11:11 PM","2025 May 23 08:22:15 AM","1 Walker Court Cambridge, Massachusetts, 02138","42.36741032892","-71.11418883834","POINT (-71.11418883833764 42.36741032891914)",
"19011191","Cambridge","Rodent Sighting","Archived",,"05/21/2025 02:35:00 PM","05/16/2025 11:53:08 AM","2025 May 21 02:35:00 PM","34 Bigelow Street Cambridge, Massachusetts, 02139","42.36852910345","-71.10464755031","POINT (-71.10464755031497 42.368529103445795)",
"19025136","Cambridge","Rodent Sighting","Archived","rodent went to trash area behind the wooden fence","05/20/2025 02:57:23 PM","05/18/2025 08:14:42 PM","2025 May 20 02:57:23 PM","18 Watson Street Cambridge, Massachusetts, 02139","42.3621827","-71.1045464","POINT (-71.1045464 42.3621827)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA5NTkzNjMsInB1ciI6ImJsb2JfaWQifX0=--b65537a647f50f4e4e8e6da415aa5e1a3832b0e6/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/img-10000208452831823257728413825.png"
"19021746","Cambridge","Rodent Sighting","Archived","Couple times in the area…also 1st and Cambridge","05/19/2025 02:53:19 PM","05/18/2025 03:35:49 AM","2025 May 19 02:53:19 PM","1st St & Otis St Cambridge, MA, 02141, USA","42.36990800705","-71.07703736017","POINT (-71.07703736016732 42.36990800704554)",
"18996231","Cambridge","Rodent Sighting","Archived","Trash in multiple plastic bags attracting rodents to the neighborhood. Multiple bags have holes in them and there is debris all over.","05/19/2025 12:07:57 PM","05/14/2025 05:35:56 PM","2025 May 19 12:07:57 PM","83 Gore St Cambridge 02141, United States","42.37196909","-71.08138333333","POINT (-71.08138333333328 42.37196908999551)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA4NTg3OTksInB1ciI6ImJsb2JfaWQifX0=--44176a2850612dd6cd9928125627692a50d16026/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"18932481","Cambridge","Rodent Sighting","Archived","Several gardeners spotted a large rabbit in the community garden who didn't look healthy. Please investigate.","05/16/2025 08:42:36 AM","05/06/2025 07:10:56 PM","2025 May 16 08:42:36 AM","69 Charles Street Cambridge, Massachusetts, 02141","42.36767603886","-71.07981940325","POINT (-71.07981940325286 42.367676038856565)",
"18991540","Cambridge","Rodent Sighting","Archived","I live boarding the alley way to the back of the row houses on third Street in my n my b from I hear stuff in the bushes and 5 rats were fighting jumping about 3 feet off the ground on each other.have this much activity at 4pm is not good I have rat. Bait on my property but I don't 💬 nj anyone on third Street dose anything for rats. I'm loosing the battle over here. Dose the city supply bait stations? Can you go place them in the alley I believe it is a public way. Any help would be appreciated. Thanks","05/16/2025 07:45:01 AM","05/14/2025 11:29:17 AM","2025 May 16 07:45:01 AM","89 Third Street Cambridge, MA, 02141, USA","42.3701057886","-71.0804789444","POINT (-71.08047894440264 42.3701057886028)",
"18969183","Cambridge","Rodent Sighting","Archived","Have seen rats many evenings. Also evidence of burrowing (large mounds of dirt next to holes) between our courtyard and neighbor's driveway, which is raised above our courtyard so there is space for them to burrow. We are close to a restaurant which likely attracts them. We need bait stations.","05/16/2025 07:17:05 AM","05/12/2025 09:33:28 AM","2025 May 16 07:17:06 AM","1 Union Terrace Cambridge, Massachusetts, 02141","42.37014140443","-71.09548613014","POINT (-71.09548613014422 42.370141404431536)",
"18986785","Cambridge","Rodent Sighting","Archived","There was a rat in our backyard this evening and there is evidence of a rat highway crossing our backyard. We have a pest contract with Waltham pest and they are here at least monthly to rebait our traps. We need help with our neighbors. Please","05/14/2025 03:41:59 PM","05/13/2025 07:23:40 PM","2025 May 14 03:42:00 PM","80 Bolton St Cambridge 02140, United States","42.38993440804","-71.13128662253","POINT (-71.1312866225277 42.3899344080439)",
"18960216","Cambridge","Rodent Sighting","Archived","Dead rat on the street - entrails hanging out","05/14/2025 08:49:33 AM","05/10/2025 09:42:20 AM","2025 May 14 08:49:33 AM","39 Line Street Cambridge, Massachusetts, 02138","42.37697500245","-71.10629065479","POINT (-71.10629065479445 42.37697500245432)",
"18951735","Cambridge","Rodent Sighting","Archived","Many rats crossing across the street back and forth between the northeast corner of Cherry/Harvard Streets and 177 Harvard St. early morning 5/9/25","05/13/2025 07:22:09 PM","05/09/2025 05:52:38 AM","2025 May 13 07:22:09 PM","Cherry St & Harvard St Cambridge, MA, 02139, USA","42.36648095729","-71.09648443346","POINT (-71.09648443345745 42.36648095728936)",
"18960449","Cambridge","Rodent Sighting","Archived","Rats have built a massive nest in a very old tree across from 10 Clary St that needs to be filled.   Tree does not look healthy and it's huge!  Looks like its been there a long time","05/12/2025 04:17:01 PM","05/10/2025 10:43:36 AM","2025 May 12 04:17:02 PM","10 Clary Street Cambridge, Massachusetts, 02139","42.37390827363","-71.09828074048","POINT (-71.09828074048191 42.373908273629155)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA3MzgxMzUsInB1ciI6ImJsb2JfaWQifX0=--0cdfc96a19cd0817611df1f4bd8ede0d888ebd16/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/311.jpg"
"18966657","Cambridge","Rodent Sighting","Archived","two brown rats, very bold","05/12/2025 01:38:11 PM","05/11/2025 07:41:17 PM","2025 May 12 01:38:11 PM","18 Middlesex Street Cambridge, Massachusetts, 02140","42.39292744058","-71.13062407408","POINT (-71.13062407408411 42.392927440582305)",
"18966834","Cambridge","Rodent Sighting","Archived","Unsecured trash that is being spread around by rats and other vermin","05/12/2025 10:17:21 AM","05/11/2025 08:30:57 PM","2025 May 12 10:17:22 AM","316 Concord Avenue Cambridge, Massachusetts, 02138","42.38415376355","-71.13498051584","POINT (-71.13498051584125 42.38415376354703)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA3NjE5ODgsInB1ciI6ImJsb2JfaWQifX0=--215253a177d1e91af0decd5aac0d2970816f6635/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"18936090","Cambridge","Rodent Sighting","Archived","Rats in and out of unclosed bins.","05/08/2025 03:03:09 PM","05/07/2025 10:51:29 AM","2025 May 08 03:03:09 PM","10 Jay Street Cambridge, MA, 02139, USA","42.36429260356","-71.10967249504","POINT (-71.10967249504397 42.3642926035577)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA2NTY1NTcsInB1ciI6ImJsb2JfaWQifX0=--4fd6fe68d8c6452cd84b113a0ea6db0cf5fcd65d/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/IMG_0704.jpg"
"18944020","Cambridge","Rodent Sighting","Archived","Dead rat in the street","05/08/2025 10:00:50 AM","05/08/2025 09:23:47 AM","2025 May 08 10:00:50 AM","107 Garden Street Cambridge, Massachusetts, 02138","42.38394970982","-71.12890754413","POINT (-71.12890754413273 42.38394970981712)",
"18903338","Cambridge","Rodent Sighting","Archived","Due to the big construction ex Tobin School, rats have been looking for a spot to hide and we believe it is right by 75 Alpine Street. Please, fix this big issue. An idea is to place rat-catching boxes in this area.","05/07/2025 12:04:11 PM","05/02/2025 01:41:36 PM","2025 May 07 12:04:12 PM","75 Alpine Street Cambridge, Massachusetts, 02138","42.3856095781","-71.13731442538","POINT (-71.13731442537967 42.385609578103406)",
"18913739","Cambridge","Rodent Sighting","Archived","Still daylight  and saw large rats grooming outside in the bushes of the slope embankment between the stairs and the condo wall. Many active burrows and holes underneath the bushes, and HUGE colony or rats!!! Must dig up the entire slope. Please treat immediately and as hard and wide as possible now.,","05/05/2025 05:16:09 PM","05/04/2025 06:49:16 PM","2025 May 05 06:24:18 PM","1-3 Land Blvd Cambridge, Massachusetts, 02141","42.36877953936","-71.0739274461","POINT (-71.07392744610252 42.36877953935559)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA1ODMwNzQsInB1ciI6ImJsb2JfaWQifX0=--f845cf79a38d57443ec91b75237776fb15efdaeb/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"18906830","Cambridge","Rodent Sighting","Archived","Multiple Rats running around street  Came from the even side of Otis St between 66-68","05/05/2025 05:00:55 PM","05/02/2025 09:38:18 PM","2025 May 05 05:00:55 PM","66 Otis Street Cambridge, Massachusetts, 02141","42.37024902011","-71.08077211822","POINT (-71.080772118215 42.370249020108)",
"18907387","Cambridge","Rodent Sighting","Archived","Rats in trash barrels. Broken rims of trash barrels have holes for rats to get in, replace trash barrels inside this wood enclosure in back of 54 Market St. parking lot","05/05/2025 03:47:11 PM","05/03/2025 05:41:09 AM","2025 May 05 03:47:11 PM","54 Market Street Cambridge, MA, 02139, USA","42.36832765497","-71.09665505148","POINT (-71.09665505147598 42.36832765497036)",
"18904642","Cambridge","Rodent Sighting","Archived","Dead mouse or baby rat on the sidewalk in front of the pizza shop","05/05/2025 03:33:41 PM","05/02/2025 03:48:30 PM","2025 May 05 03:33:41 PM","1613 Cambridge Street Cambridge, MA, 02138, USA","42.37491752575","-71.10918992979","POINT (-71.10918992979282 42.37491752575481)",
"18906355","Cambridge","Rodent Sighting","Archived","A rat burrow observed under the skid steer at 30/32 Camp Street where construction has been ongoing for several years and currently stalled. Rats seem to be coming from 26 Camp Street next door.","05/05/2025 01:08:02 PM","05/02/2025 07:30:48 PM","2025 May 05 01:08:02 PM","26 Camp Street Cambridge, MA, 02140, USA","42.39866990656","-71.12956773054","POINT (-71.12956773053695 42.39866990656386)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA1NTM4MTIsInB1ciI6ImJsb2JfaWQifX0=--1b0a96d03e411778f9dce8d6f14c2ae8f772527e/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwiYXV0b19vcmllbnQiOnRydWUsInN0cmlwIjp0cnVlLCJyZXNpemUiOiI4MDB4NjAwIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--a24cd3b9f26082c533845b9cc150d8421a819967/IMG_3332.jpeg"
"18902935","Cambridge","Rodent Sighting","Archived","Hi - We have been seeing rats for a long time but there seems to be more now. 3 rats in the backyard yesterday; this was during the day while someone was sitting outside. We will also apply to the mitigation program.","05/05/2025 01:07:45 PM","05/02/2025 01:04:54 PM","2025 May 05 01:07:45 PM","36 Camp Street Cambridge, Massachusetts, 02140","42.39883704144","-71.12941819063","POINT (-71.12941819062901 42.39883704144441)",
"18890895","Cambridge","Rodent Sighting","Archived","Rats chewing the trash","05/01/2025 02:33:21 PM","05/01/2025 06:04:28 AM","2025 May 05 07:40:18 AM","60 Spring Street Cambridge, Massachusetts, 02141","42.36894166667","-71.0807945","POINT (-71.0807945 42.368941666666665)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA1MDE1OTUsInB1ciI6ImJsb2JfaWQifX0=--4caf2f406db92dbe7e10be3eccbf6fd6be37d48f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"18860510","Cambridge","Rodent Sighting","Archived","Construction site with very little progress over years. Rats coming from construction to neighboring homes.","04/29/2025 12:24:52 PM","04/27/2025 03:39:01 PM","2025 May 02 07:41:59 PM","30 Camp Street Cambridge, MA, 02140, USA","42.39881919495","-71.12957440835","POINT (-71.12957440834923 42.39881919494589)",
"18860535","Cambridge","Rodent Sighting","Archived","Pieces of fruit and seeds left in the backyard for animals to eat","04/29/2025 12:26:07 PM","04/27/2025 03:45:06 PM","2025 May 02 07:38:10 PM","26 Camp Street Cambridge, MA, 02140, USA","42.39872489805","-71.12969018961","POINT (-71.12969018961125 42.39872489804596)",
"18890920","Cambridge","Rodent Sighting","Archived","Saw two adult rats active in the garden at 6:30am. Clearly a large nest in the area that needs to be addressed.","05/02/2025 01:51:56 PM","05/01/2025 06:28:05 AM","2025 May 02 01:51:56 PM","4 Canal Park Cambridge 02141, United States","42.36916893411","-71.07471088057","POINT (-71.07471088056914 42.36916893411326)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA1MDE3MDIsInB1ciI6ImJsb2JfaWQifX0=--8bc14c669129cddf17d814c5a65d0fd027c2d63f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"18898326","Cambridge","Rodent Sighting","Archived","Rat seen near this rat trap which has been there for months . . . Possibly more than a year. Please either rebait or swap out.

The alleyway runs behind 55 - 61 Otis St. accessible from 3rd St. 

There is another trap at the end of the alleyway that also needs rebaiting or replacement.","05/02/2025 08:57:55 AM","05/01/2025 07:35:21 PM","2025 May 02 08:58:00 AM","63 Otis Street Cambridge, Massachusetts, 02141","42.37063227219","-71.08049976475","POINT (-71.08049976474814 42.370632272186846)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA1MjU4OTMsInB1ciI6ImJsb2JfaWQifX0=--55fc165a852c3cc982a1a55f0c566a0a0604b0dc/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"18880734","Cambridge","Rodent Poison Tampering","Archived","Someone has tampered with all of the rodent poison stations at Silva Park. All of them are askew and/or upside down.  This is extremely unsafe, considering it is right next to a children's playground.","05/02/2025 07:44:53 AM","04/29/2025 08:20:53 PM","2025 May 02 07:44:53 AM","83 Otis Street Cambridge, MA, 02141, USA","42.3707485338","-71.08129458446","POINT (-71.08129458445738 42.3707485338019)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA0NjUwNzgsInB1ciI6ImJsb2JfaWQifX0=--3bc94caa1fd4405bc6ba581977f3dc27c1fed720/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/rat-traps-silva.jpg"
"18881079","Cambridge","Rodent Sighting","Archived","Seen a big rat running in the yard.","05/01/2025 03:30:40 PM","04/29/2025 09:27:49 PM","2025 May 01 03:30:40 PM","123 Inman Street Cambridge, Massachusetts, 02139","42.37231127132","-71.10161008593","POINT (-71.10161008593056 42.37231127131515)",
"18890277","Cambridge","Rodent Sighting","Archived","I saw a mouse running around the fresh vegetables section of the whole foods here… Sighting was around 2:30PM April 30 (wednesday)","05/01/2025 02:39:05 PM","04/30/2025 10:21:53 PM","2025 May 01 02:39:05 PM","115 Prospect Street Cambridge, Massachusetts, 02139","42.36811595944","-71.10240161936","POINT (-71.1024016193591 42.36811595943816)",
"18886493","Cambridge","Rodent Sighting","Archived","The railroad tracks that run between Cambridge St and Gore St are loaded with trash and debris.  The rodents run wild at dusk. Please, Please clean-up this area, as it is well-walked by many folks and they just simply through trash all about without regards to the residents that live bordering the tracks.  Many thanks.","05/01/2025 02:37:50 PM","04/30/2025 02:16:46 PM","2025 May 01 02:37:50 PM","Warren St Cambridge, Massachusetts, 02141","42.37208476519","-71.08793038926","POINT (-71.08793038925539 42.37208476518578)",
"18884557","Cambridge","Rodent Sighting","Archived","Rats are inside the building. We have sealed as many cracks as we have found. There are bait boxes all around the property, trash is secure. We have killed 20-30 rats with snap traps since the beginning of the year. We have talked to our neighbors at 22 Concord Ave. and they told us they had a rat problem and the city inspector found the rats had gained access through open drain pipes.","05/01/2025 07:08:32 AM","04/30/2025 11:39:55 AM","2025 May 01 07:08:33 AM","24 Concord Avenue Cambridge, Massachusetts, 02138","42.37910668807","-71.12545411621","POINT (-71.12545411620542 42.3791066880705)",
"18858048","Cambridge","Rodent Sighting","Archived","This small newish parklet is riddled with rat holes  Underneath the wood deck is total hollow and IS a HUGE rat burrow  Please open up the wood deck immediately, remove the huge rats nest below  fill in the entire void underneath the wood deck so that the rat cannot come back. Immediate action is must, the number of rats WILL explode in this neighborhood and soon! Food sources are not that far either .","04/30/2025 02:08:18 PM","04/26/2025 05:50:08 PM","2025 Apr 30 02:08:18 PM","24 Thorndike Street Cambridge, Massachusetts, 02141","42.36910776274","-71.07884920354","POINT (-71.0788492035392 42.36910776273964)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzAzODc1MDQsInB1ciI6ImJsb2JfaWQifX0=--4353727febf4ed65aa884c900f7f0de86f8a5099/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"18880018","Cambridge","Rodent Sighting","Archived","There is a dead rat at 14 Van Norden St. It is on the grassy area in front of the house on the Yerxa Road side (not on the Van Norden side - the house is at the corner of Yerxa and Van Norden). Can the city remove this? Thanks!","04/30/2025 07:04:00 AM","04/29/2025 06:33:17 PM","2025 Apr 30 07:04:00 AM","14 Van Norden Street Cambridge, MA, 02140, USA","42.39147674866","-71.12926335932","POINT (-71.12926335931911 42.391476748662214)",
"18840138","Cambridge","Rodent Sighting","Archived","The burrow hole shown indicates that there is still an active rat presence at the Quincy Square park.","04/28/2025 08:01:31 PM","04/24/2025 08:23:35 AM","2025 Apr 28 08:01:31 PM","Harvard St & Quincy St Cambridge, Massachusetts, 02138","42.3723","-71.1152","POINT (-71.1152 42.3723)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzAzMjM1NjYsInB1ciI6ImJsb2JfaWQifX0=--1be2c858c5dfde3ebdd08fdbbf2baefbbe184767/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/img-10000069037150783986083227129.jpg"
"18842855","Cambridge","Rodent Sighting","Archived","Baby rats are trapped in the trash can. Please trap and remove.","04/28/2025 03:28:06 PM","04/24/2025 12:37:43 PM","2025 Apr 28 03:38:35 PM","42 Lopez Avenue Cambridge, Massachusetts, 02141","42.36785370977","-71.07979549432","POINT (-71.07979549431582 42.367853709766884)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzAzMzI1MzIsInB1ciI6ImJsb2JfaWQifX0=--f95eee709c16015fb85790331689c1cbf1bde3d8/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"18840909","Cambridge","Rodent Sighting","Archived","The two enclosed plots of soil in front of the Central Square Church have numerous rat holes, I dictating a very large population is based there. By the way, the SeeClickFix app is now registering only a ""communication error"" when one attempts to provide an address of problem, and this website version refuses to accept a selected address. The church address is 5 Magazine Street.","04/28/2025 03:24:40 PM","04/24/2025 09:50:51 AM","2025 Apr 28 03:24:41 PM","5 Magazine Street Cambridge, Massachusetts, 02139","42.36478042298","-71.10516932379","POINT (-71.10516932378762 42.36478042297809)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzAzMjYxMjksInB1ciI6ImJsb2JfaWQifX0=--88d5a66dd5520ed98156d2df896cbd9eda812d68/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/IMG_20250424_090800.jpg"
"18845927","Cambridge","Rodent Sighting","Archived","LOTS of cheerios in this area, next to tree and along fence facing houses. Is this poison  So afraid my dog will eat it. Please remove ?","04/28/2025 02:54:26 PM","04/24/2025 05:36:52 PM","2025 Apr 28 02:54:26 PM","48 Clifton Street Cambridge, Massachusetts, 02140","42.39500833333","-71.13704716667","POINT (-71.13704716666666 42.39500833333334)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzAzNDMwOTQsInB1ciI6ImJsb2JfaWQifX0=--e26570c6e9b194886d008e722e57a2458ee54a86/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"18825395","Cambridge","Rodent Sighting","Archived","Church Corner Apartments has numerous rat burrows in raised beds on Franklin St behind the dumpsters in the photo. Rats seem most active in the early morning hours. This has been an ongoing issue.","04/25/2025 11:50:11 AM","04/22/2025 12:24:30 PM","2025 Apr 25 11:50:12 AM","10 Magazine St Cambridge 02139, United States","42.36435028005","-71.10480060808","POINT (-71.10480060808135 42.36435028004663)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzAyNzIyMzgsInB1ciI6ImJsb2JfaWQifX0=--494d841e6b6e063b82a11c88bc2c0206b90845da/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"18839095","Cambridge","Rodent Sighting","Archived","in the bushes","04/25/2025 07:00:30 AM","04/23/2025 09:47:45 PM","2025 Apr 25 07:00:30 AM","101-109 6th St Cambridge, Massachusetts, 02141","42.3681149","-71.0857554","POINT (-71.0857554 42.3681149)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzAzMTk4NjYsInB1ciI6ImJsb2JfaWQifX0=--eeaca422d97bf42eb5b82fef100c356e356a93a7/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/img-1000020465428097703240514880.png"
