"serial_number","device_name","address","latitude","longitude","active_site","device_type","total_since_install","prior_to_2023","total_2023","total_2024","total_2025","total_2026","january_2026","february_2026","march_2026","april_2026","may_2026","june_2026","july_2026","august_2026","september_2026","october_2026","november_2026","december_2026","participatory_budgeting","coordinates"
"21005020/20061046","(addition) HAGGERTY SCHOOL BOX 2","117 Cushing St","42.3782","-71.1519","true","Box","1",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1519451693 42.3781787021)"
"21100964","(PB) AVON HILL NORTH BEHIND DUMPSTER OF 195 PROSPECT ST","203 Prospect St","42.3704","-71.101","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.10095624 42.37040331)"
"21006191","BROADWAY BEHIND 228 BROADWAY 1","228 Broadway","42.3663","-71.0943","true","Box","14",,"0","0","12","2","2","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0943227 42.3663317)"
"17000773","REED & HARVEY ST","Reed St and Harvey ST","42.3973","-71.1322","false","Pipe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1322132 42.3972788)"
"21004756","HOWARD ST COMMUNITY CENTER","44 Howard St","42.3657","-71.1108","false","Box","14",,"0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1107874 42.3657108)"
"21006862","CAMBRIDGEPARK DR BEHIND TRASH","130 Cambridge Park Dr","42.3936","-71.1451","true","Box","14",,"0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1451407 42.3936391)"
"21060582","(addition) LYNDON JOHNSON TRASH AREA","150 Erie St	","42.3593","-71.1069","false","Box","13",,"0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.106903 42.3593375)"
"21014739","GORE ST TRASH AREA","145 Gore St","42.3729","-71.0844","true","Box","14",,"0","0","5","9","4","0","0","0","0","2","3","0","0","0","0","0","No","POINT (-71.0844063 42.3728888)"
"21089182","(PB) CENTRAL SQUARE IN TRASH HOUSE","140 harvard st","42.3654","-71.0947","true","Box","7",,"0","0","0","7","0","0","0","2","1","3","1","0","0","0","0","0","Yes","POINT (-71.0946823 42.3653943)"
"16034506","RINDGE AND FAIRFIELD","Rindge Terrace","42.3928","-71.1265","false","Pipe","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1265 42.39283)"
"21006862","GREEN ROSE PARK CORNER OF THE FENCE ON HARVARD STREET BY THE BEGINNING OF THE PARK.","155 Harvard st","42.3658","-71.0953","false","Box","1",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.095329 42.365841)"
"21006463","RINDGE LATIN SCHOOL","459 Broadway Ct","42.3741","-71.1121","false","Box","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1120618 42.3741386)"
"21100991"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ "," 19 Brookline St","42.3637","-71.102","true","Box","5",,"0","0","0","5","0","0","0","2","2","1","0","0","0","0","0","0","Yes","POINT (-71.10201099 42.36366308)"
"17000069","GORE @ 5TH","27 5th St","42.3721","-71.083","false","Pipe","13","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0829849 42.37214302)"
"21089309","(PB) CENTRAL SQUARE UNDER ""TRASH HOUSE 3"" SIGN","24 Newtowne Ct","42.3639","-71.0946","true","Box","4",,"0","0","0","4","0","0","0","1","0","3","0","0","0","0","0","0","Yes","POINT (-71.0946195 42.3638916)"
"21004636","(addition) CHA TRASH HOUSE 2 BOX 2","637 Main St	","42.3641","-71.0952","true","Box","12",,"0","0","10","2","0","0","0","0","0","1","1","0","0","0","0","0","Yes","POINT (-71.095238 42.364075)"
"20045875","MILLERS RIVER APARTMENTS","15 Lambert St","42.3727","-71.0872","false","Box","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0871555 42.3727415)"
"21005507","CLARY ST REAR FENCE, BOX 2","10 Clary St	","42.3739","-71.0983","true","Box","20",,"0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0982687 42.3739076)"
"21101040"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ PARKING LOT OF BRICK ACROSS FROM 10 ESSEX BEHIND DUMPSTERS"," 10 Essex St","42.3654","-71.1026","true","Box","5",,"0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","Yes","POINT (-71.1025802 42.365396)"
"21000910","CLARY ST BACK OF HOUSE","10 Clary St","42.3739","-71.0983","true","Box","58",,"0","2","51","5","1","0","0","0","1","1","2","0","0","0","0","0","No","POINT (-71.0982687 42.3739076)"
"21089113"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ TIED TO FENCE BY PAY STATION AT BISHOP ALLEN ENTRANCE"," 84 Bishop Allen","42.3652","-71.1019","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.101861 42.365166)"
"20057862","GOLD STAR PARK","123 Gore St","42.3729","-71.0838","false","Box","12","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0837612 42.372862)"
"21006264","HARVARD ST IN 279/281 ALLEY AT TRASH BINS","281 Harvard St","42.3693","-71.1039","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1039209 42.3692608)"
"17000109","CREIGHTON 48 CREIGHTON ST","48 Creighton St","42.3896","-71.1232","false","Pipe","97",,"0","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1231822 42.3896436)"
"21004857/20057845","(addition) TOBIN SCHOOL DUMPSTER AREA","11 Antrim St","42.371","-71.1035","true","Box","6",,"0","0","3","3","1","0","0","1","0","1","0","0","0","0","0","0","Yes","POINT (-71.1035045774 42.3709732908)"
"17000093","PROSPECT ST","376 Prospect St","42.3743","-71.0975","false","Pipe","63",,"0","0","0","63","0","25","20","8","8","2","0","0","0","0","0","0","No","POINT (-71.09749663 42.37427755)"
"21000445","BOX #23 NEXT TO TRASH CAN ON FAR SIDE OF TENNIS COURTS AT MCMATH PARK","100 Pemberton St","42.39","-71.1278","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1278 42.38999)"
"21001556","#KC CITY OF CAMBRDIGE #SN BOX #20 BEHIND TRASH CAN NEXT TO TENNIS COURT","95 Bolton St","42.3902","-71.129","false","Box","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.129 42.3902)"
"21010508","CAMBRIDGE PUBLIC LIBRARY","449 Broadway","42.3741","-71.1107","false","Box","27","0","18","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1107215 42.3741465)"
"21100944","(PB) NORTH CAMBRIDGE IN BACK PARKING LOT ALONG LEFT SIDE FENCE","2050 Massachusetts Ave","42.3909","-71.1229","true","Box","6",,"0","0","0","6","0","0","0","1","3","2","0","0","0","0","0","0","Yes","POINT (-71.1228954 42.3909236)"
"21053406","(addition) JFK APARTMENTS	","55 Essex St","42.3678","-71.1015","true","Box","3",,"0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1014656356 42.367764)"
"17000830","WARREN & JEFFERSON","27 Warren St","42.3729","-71.0881","false","Pipe","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.08809412 42.37292123)"
"21100835","(PB) SHANNONS TOWN ATTACHED TO FENCE ON LEFT OF TRASH HOUSE 1","1 Putnam Gardens","42.3658","-71.1133","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1133416 42.3658051)"
"21007146","WILLIAMS PARK PLAYGROUND AT TRASH","44 Dudley St","42.3957","-71.1304","false","Box","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.130394 42.39573061)"
"21101256","#KC CITY OF CAMBRIDGE PB # SN WEST SOMERVILLE DUMPSTER ON LEFT SIDE OF BUILDING","50 Churchill Ave","42.4004","-71.132","true","Box","2",,"0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","Yes","POINT (-71.1320401 42.4003825)"
"21089233","(DPW) CAMBRIDGEPORT EAST CORNER OF LAWRENCE & MAGAZINE LEFT OF STOP SIGN RIGHT OF DUMPSTERS","70 Magazine St","42.3614","-71.1078","true","Box","2",,"0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","No","POINT (-71.1078023 42.3614028)"
"21006401","(addition) 100 HARVARD ST","100 Harvard St","42.3649","-71.093","true","Box","20",,"0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0930086 42.3649338)"
"21001257","FENCE TO RIGHT OF 91 CHARLES ST BOX 4","91 Charles St","42.3677","-71.0806","false","Box","14","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0806 42.36771)"
"21006264","RIVERSIDE PRESS PARK","Memorial Dr & River St","42.3615","-71.116","false","Box","56","0","31","19","6","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1159728 42.3614689)"
"17001135","HOWARD @ CALLENDAR","38 Howard St","42.3654","-71.1107","false","Pipe","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1106652 42.365369)"
"21000414","BOX 11 MCELROY PARK ON CORNER ACROSS FROM CHURCH","301 Western Ave","42.3647","-71.1128","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1128 42.36471)"
"21014730","RIVERSIDE PRESS PARK","393 River St","42.3618","-71.1157","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1157335 42.3618058)"
"21089281","(DPW) MID CAMBRIDGE WEST ALONG CHAIN FENCE BEHIND FAIR HEADQUARTERS. BLUE PORTION OF BUILDING. BURROWS PRESENT","15 Hovey Ave","42.3754","-71.1079","true","Box","5",,"0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","No","POINT (-71.10788041 42.37542938)"
"21007131","WINTHROP PARK ","55 John F. Kennedy St","42.3722","-71.1205","true","Box","6",,"0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.12047868 42.37219094)"
"21089119","(DPW) HARVARD SQUARE BUS STOP OF ELIOT STREET ON FENCE BY PARKING GARAGE","6 Eliot St","42.3725","-71.1219","true","Box","1",,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","No","POINT (-71.12194843 42.37249482)"
"21010614","(addition) AMIGOS SCHOOL NEAR RECYCLE BINS	","15 Upton St","42.363","-71.1087","true","Box","16",,"0","0","5","11","0","1","0","0","8","2","0","0","0","0","0","0","Yes","POINT (-71.1087375 42.3629899)"
"21015327","HOYT FIELD ALONG FENCE LINE ON WESTERN AVE BOX 3","12 Gilmore St","42.364","-71.1113","true","Box","172","0","0","9","142","21","0","0","1","0","0","20","0","0","0","0","0","0","No","POINT (-71.111271 42.3640312)"
"21087726"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ IN PARK ALONG MASS AVE FENCE"," Jill Brown","42.3633","-71.0999","true","Box","2",,"0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","Yes","POINT (-71.09992918 42.36330358)"
"21006329","HOYT FIELD","12 Gilmore St","42.3638","-71.1122","false","Box","11","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1122435 42.36385)"
"21088742","(PB) CENTRAL SQUARE TRASH HOUSE BETWEEN 110-111","111 Washington St","42.3586","-71.0578","true","Box","6",,"0","0","0","6","0","0","0","0","4","2","0","0","0","0","0","0","Yes","POINT (-71.0578406 42.3586217)"
"21026605/20046400","RINDGE LATIN SCHOOL	LEFT OF OVERHEAD DOOR	","96 Ellery St","42.3741","-71.1092","false","Box","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10923556 42.37408705)"
"21062605","ESSSEX","55 Essex St","42.3677","-71.1013","true","Box","16",,"0","0","8","8","0","0","0","2","6","0","0","0","0","0","0","0","No","POINT (-71.1012738 42.36773)"
"21101251","(DPW) AREA IV IN GREENE ROSE PARK ALONG WOODEN FENCE BEHIND BUSHES ON LEFT SIDE WHEN LOOKING AT FENCE","155 Harvard St","42.3659","-71.0947","true","Box","5",,"0","0","0","5","0","0","0","1","2","1","1","0","0","0","0","0","No","POINT (-71.0946606 42.3658686)"
"21088431","(PB) HARVARD SQUARE BACK ALLEY BEHIND 74 WINTHROP IN A CORNER WITH 2 DUMPSTERS AND SOME TRASH CANS","74 Winthrop Street","42.3719","-71.1203","true","Box","3",,"0","0","0","3","0","0","0","0","2","1","0","0","0","0","0","0","Yes","POINT (-71.12031974 42.37190241)"
"21092039","(DPW) MID CAMBRIDGE WEST ON RIGHT SIDE OF FIRE STATION HEADQUARTERS ALONG WOODEN FENCE UNDER STAIRS. BURROWS NEARBY","15 Hovey Ave","42.3755","-71.1079","true","Box","9",,"0","0","0","9","0","0","0","0","6","2","1","0","0","0","0","0","No","POINT (-71.1078808 42.3755218)"
"21018761","UNIVERSITY RD BEHIND BUILDING TO THE LEFT OF BIKE RACK ON THE BLACK FENCE","4 University Rd	","42.3731","-71.1229","true","Box","6",,"0","0","2","4","0","0","1","3","0","0","0","0","0","0","0","0","No","POINT (-71.1229111 42.3730838)"
"21055325","(addition) PUTNAM GARDENS TRASH BUIDLING 3","64 Magee St","42.3659","-71.1121","true","Box","12",,"0","0","11","1","0","0","0","1","0","0","0","0","0","0","0","0","Yes","POINT (-71.1120963178 42.3658850182)"
"20127719","STARLIGHT PARKING STARLIGHT PARKING - BEHIND TREE ALONG BLUE WALL","85 Bishop Allen Dr	","42.3654","-71.1018","false","Box","1",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1017963644 42.36544326)"
"21091836","NEWTON AVE NEXT TO SHED ALONG FENCE","9 NEWTON AVE","42.3583","-71.1109","false","Box","6",,"0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1108843 42.3583116)"
"21006397","DPW TRAILER","147 Hampshire St","42.3714","-71.0975","false","Box","32","0","21","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0975491 42.3713912)"
"21088381","(PB) MID CAMBRIDGE SOUTH","147R Prospect St","42.3689","-71.102","true","Box","5",,"0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","Yes","POINT (-71.10197066 42.36892945)"
"16034785","5TH AT GORE","23 5th St","42.3722","-71.0832","false","Pipe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0832 42.37221)"
"17000773","SPRING ST NEAR WESTLEY AVE","112 Spring St","42.3692","-71.0833","false","Pipe","6","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0833488 42.3691507)"
"21100894","#KC CITY OF CAMBRIDGE PB # SN SHANNON TOWN ALONG FENCE BEHIND BENCH ON COMMUNITY GARDEN","2 Blackstone St","42.3621","-71.1157","true","Box","5",,"0","0","0","5","0","0","0","0","3","2","0","0","0","0","0","0","Yes","POINT (-71.11574741 42.36210912)"
"21006263","COOPER PARK","Cooper Park","42.3695","-71.1078","false","Box","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1078085 42.3694655)"
"21100895"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ  IN CORNER ALONG FENCE TOWARDS DOUGLAS ST"," 485 Massachusetts Ave","42.3643","-71.1009","true","Box","1",,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","Yes","POINT (-71.1009347 42.36429667)"
"21000992","TOT LOT","108 Pemberton St","42.3908","-71.1275","false","Box","10","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.12751553 42.39081196)"
"21004533","FIRE DEPARTMENT","495 Broadway","42.3753","-71.1153","false","Box","13","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1152589 42.375318)"
"21101032","(PB) AREA IV BEHIND DUMPSTER RIGHT SIDE","40-50 York St","42.2999","-71.0801","false","Box","8",,"0","0","0","8","0","0","0","4","4","0","0","0","0","0","0","0","Yes","POINT (-71.0800957 42.299876)"
"21085872","(DPW) STRAWBERRY HILL ATTACHED TO FENCE OF BASEBALL FIELD NEXT TO TRASH","Glacken Field","42.3801","-71.1519","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.15186252 42.38012641)"
"21000956","BOX 26 ST PETERS FIELD BEHIND FENCE NEXT TO FIELD PARKING 81 SHERMAN","81 Sherman St","42.388","-71.1324","false","Box","20","6","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1324 42.38796)"
"21000585","TOBIN MONTESSORI SCHOOL BY BLACK FENCE FOR THE COMPOST AREA","181 Vassal Ln","42.3844","-71.14","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1400241 42.3843764)"
"21080792","(PB) HARVARD SQUARE ALLEY BETWEEN 92 & 96 WINTHROP STREET. IN BACK RIGHT UNDER HANGING ACS NEXT TO GREASE TRAP","96 Winthrop St","42.3722","-71.1211","true","Box","11",,"0","0","0","11","0","0","0","0","8","3","0","0","0","0","0","0","Yes","POINT (-71.12112626 42.37223341)"
"21005019/20129262","(addition) KENNEDY LONGFELLOW SCHOOL DUMPSTERS ON FULKERSON","81 Fulkerson St","42.3696","-71.0876","true","Box","12",,"0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0876030847 42.3695687064)"
"21026741","(PB) HARVARD SQUARE BEHIND 65 MOUNT AUBURN ST IN ALLEY ON BACK WALL NEXT TO WOODEN AC PROTECTION FENCE.","65 Mount Auburn Street","42.3721","-71.118","true","Box","2",,"0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","Yes","POINT (-71.11798194 42.37214041)"
"21006266","GOLD STAR PARK","123 Gore St","42.3729","-71.0838","true","Box","49","0","13","19","17","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0837612 42.372862)"
"20127664","BISHOP ALLEN DR BACK YARD","94 Bishop Allen Dr","42.3646","-71.0998","true","Box","13",,"0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0998073 42.3645692)"
"21091836","WILLOW ST HOMES TRASH HOUSE","14 Palermo St","42.3717","-71.0929","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0929106 42.3717386)"
"21006260","SHARED ALLEY LEFT OF 502 MASS AVE","502 Massachusetts Ave","42.3636","-71.1017","false","Box","9","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1017225 42.36362815)"
"21000992","TOT LOT BEHIND FIRE HYDRANT","88 Pemberton St","42.3904","-71.127","true","Box","24","0","0","3","15","6","3","0","0","0","3","0","0","0","0","0","0","0","No","POINT (-71.12698092 42.39043)"
"21100859","(PB) HARVARD SQUARE ALONG THE WALL IN BACK PATIO OF 6 & 8 ELIOT STREET","8 Eliot Street","42.3723","-71.1214","true","Box","5",,"0","0","0","5","0","0","0","0","3","2","0","0","0","0","0","0","Yes","POINT (-71.12143208 42.372255)"
"21079995","(DPW) WELLINGTON-HARRINGTON WEST ATTACHED TO FRONT OF DPW BUILDING","147 Hampshire St","42.3717","-71.0973","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.09733526 42.371654)"
"21006397","DPW TRANSFORMER","147 Hampshire St","42.3714","-71.0975","false","Box","21",,"0","14","7","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0975491 42.3713912)"
"21000528","CRONIN PARK	","6 Western Ave	","42.3652","-71.106","false","Box","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10596358 42.3652378)"
"21100934","(PB) NEIGHBORHOOD 9 BY COMPOST BIN IN GARDEN AREA","186 Walden St","42.3868","-71.1288","true","Box","6",,"0","0","0","6","0","0","0","1","3","2","0","0","0","0","0","0","Yes","POINT (-71.1287602 42.386812)"
"21088752","(DPW) AREA 2 AT MOORE PARK ATTACHED TO FENCE BY TRASH CAN NEAR TENNIS COURT","89 Moore St","42.366","-71.094","true","Box","2",,"0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","No","POINT (-71.0940312 42.3659638)"
"21024713/20129931","WAR MEMORIAL REC CENTER","1640 Cambridge St","42.3748","-71.1098","true","Box","18","0","0","14","4","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1098287 42.3747536)"
"21000576","495 BROADWAY BEHIND FIRE STATION DUMPSTER 11","491 Broadway","42.3752","-71.1145","false","Box","9","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1145 42.37518)"
"21007147","ROBERT PAINE SQ PLAYGROUND","Amory St","42.371","-71.1011","true","Box","40","0","23","13","3","1","0","0","0","0","0","0","1","0","0","0","0","0","No","POINT (-71.1010507 42.3710454)"
"16034596","54 PEMBERTON","54 Pemberton St","42.3913","-71.1263","false","Pipe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1263 42.39126)"
"21100852"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ PARKING LOT BEHIND TASTY BURGER ALONG WALL OF TAN BUILDING"," 23 Prospect St","42.3661","-71.1036","true","Box","5",,"0","0","0","5","0","0","0","0","1","3","1","0","0","0","0","0","Yes","POINT (-71.1036221 42.3660568)"
"21090079","(DPW) ACORN PARK LEFT SIDE OF BUILDING BY SIDE DOOR","55 Mooney St","42.3952","-71.1529","true","Box","5",,"0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","No","POINT (-71.15289213 42.39518599)"
"21005963","ARTHUR J SHALLOW PLAYGROUND","90 Bristol St","42.3674","-71.0943","false","Box","6","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.09427 42.3673659)"
"21005595","MASS AVE","	632 Massachusetts Ave","42.3652","-71.104","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1039542244 42.36521136)"
"21006404","DANA SQUARE PARK","70 Magazine St","42.3615","-71.1079","false","Box","14","0","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1079474 42.3614965)"
"21080001","(addition) CHA TRASH HOUSE 3","637 Main St","42.3639","-71.0951","true","Box","8",,"0","0","0","8","0","0","1","2","2","3","0","0","0","0","0","0","Yes","POINT (-71.0950831 42.3639036)"
"20074596/21005202","ROGERS ST","61-83 Rogers St","42.3666","-71.0808","true","Box","12",,"0","0","11","1","0","0","0","0","0","1","0","0","0","0","0","0","No","POINT (-71.08075633 42.366619)"
"21001686","CAMBRIDGE ST & PROSPECT ST DUMPSTERS","1245 Cambridge St","42.3735","-71.0981","false","Box","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0981332 42.3735487)"
"21006197","SHERMAN ST ST PETER PLAYGROUND","81 Sherman St","42.3876","-71.1331","true","Box","17",,"0","0","15","2","0","0","0","0","0","2","0","0","0","0","0","0","No","POINT (-71.13311809 42.38763792)"
"21000650","UNDER THE STAIRS AT DPW TRAILER 8","147 Hampshire St","42.3714","-71.0977","false","Box","9","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0977 42.3714)"
"21005666","(addition) PEABODY ELEMENTARY ","46 Haskell St","42.392","-71.1276","true","Box","15",,"0","0","7","8","1","0","1","0","1","3","2","0","0","0","0","0","Yes","POINT (-71.12764 42.391972)"
"21087700"," #KC CITY OF CAMBRIDGE PB #SN WEST CAMBRIDGE AT COMMUNITY GARDEN"," Tudor Park (Fresh Pond Pkwy)","42.3848","-71.1418","true","Box","6",,"0","0","0","6","0","0","0","0","4","2","0","0","0","0","0","0","Yes","POINT (-71.14180479 42.38481058)"
"20058700","POST OFFICE TO LEFT OF FRONT DOOR","770 Massachusetts Ave","42.3664","-71.1061","true","Box","35",,"0","30","3","2","1","0","0","0","0","1","0","0","0","0","0","0","No","POINT (-71.1061404 42.3663746)"
"21053239","INMAN STREET BACK FENCE","48 Amory St","42.3706","-71.101","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10103234 42.37060315)"
"21005963","MASS AVE DUMPSTER BEHIND 1667 MASS AVE 2","1668 Massachusetts Ave","42.3821","-71.1194","true","Box","19",,"0","0","10","9","0","0","5","1","1","2","0","0","0","0","0","0","No","POINT (-71.1194105001 42.3820838001)"
"21101033","(DPW) NEIGHBORHOOD 9","",,,"true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No",
"21004542","(addition) TRUMAN APARTMENTS SMOKE AREA","25 8th St","42.3708","-71.0866","true","Box","15",,"0","0","7","8","2","0","1","0","3","2","0","0","0","0","0","0","Yes","POINT (-71.0865989 42.3707973)"
"21100818","(PB) NEIGHBORHOOD 9 WALK DOWN SIDEWALK TO TRASH ROOM 1. LEFT ALONG THE FENCE","183 Walden St","42.3871","-71.1289","true","Box","7",,"0","0","0","7","0","0","0","0","0","7","0","0","0","0","0","0","Yes","POINT (-71.1289006 42.3871186)"
"21101257","(DPW) AREA 2/MIT ALONG SECOND ST DIRECTLY ACROSS OTIS ST ATTACHED TO FENCE","2 Second St","42.3714","-71.0784","true","Box","1",,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","No","POINT (-71.0783526 42.371438)"
"21099646","(DPW) WELLINGTON - HARRINGTON BEHIND DIAMOND ALONG WILLOW ST TRASH","Donnelly Field","42.3701","-71.093","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.092964 42.37012828)"
"17001230","MAGEE ST","19 Magee St","42.3664","-71.1123","false","Pipe","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1123291 42.3664466)"
"21001364","BOX #22 BEHIND SCHOOL DUMPSTER NEXT TO BASEBALL AT MCGRATH PARK","77 Rindge Ave","42.3915","-71.1287","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1287 42.39147)"
"21000950","BOX #7 MU LAN ALLEY FURTHER DOWN BEHIND WHITE FENCE","228 Broadway","42.3663","-71.0942","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0942 42.3663)"
"21001159","PARKING LOT 6","4 Douglass St","42.3642","-71.1005","false","Box","30","0","19","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10053532 42.36416829)"
"21004876","(addition) HAGGERTY SCHOOL BOX 1","3 Lawn St","42.3779","-71.1525","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1525408067 42.3778722267)"
"21005902","CANAL PARK","Canal Park","42.3698","-71.0757","false","Box","17","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0757255 42.3698316)"
"17001219","CHURCHILL AVE","15 Churchill Ave","42.4002","-71.1331","false","Pipe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1330531 42.4002488)"
